id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries 
1265305591033061376,Tue May 26 15:35:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @S_Kingsville I wonder how rongai jam is.,I wonder rongai jam,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,nkedwin,,,"Ma3Route, S_Kingsville",Nairobi,
1265305108461559814,Tue May 26 15:33:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Ma3Route: 12:38 The BLOODY Tree cutting and Environmental pillage on Mombasa Road to create space for the misguided Expressway shows ho…,:38 The BLOODY Tree cutting Environmental pillage Mombasa Road create space misguided Eressway shows ho…,"Sentiment(polarity=-0.7, subjectivity=0.9)",-0.7,0.9,en,0,8,Sir_Mutungwo,,,Ma3Route,Nairobi,
1265304431610015749,Tue May 26 15:30:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Vermvic @Ma3Route @S_Kingsville Damn, been trying to wonder too. Matatus must be misbehaving at Congo",Damn trying wonder Matatus must misbehaving Congo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,jamal_mumia,,,"Vermvic, Ma3Route, S_Kingsville",Nairobi,
1265303623988400129,Tue May 26 15:27:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KenyanTraffic: Seems Nairobi Metropolitan unit is doing complete overhaul of CBD roads. Riveroad looks great now.  https://t.co/5vT4vDP…,Seems Nairobi Metropolitan unit complete overhaul CBD roads Riveroad looks great,"Sentiment(polarity=0.45, subjectivity=0.575)",0.45,0.575,en,0,6,Neliboss,,,KenyanTraffic,Nairobi,
1265303601158729730,Tue May 26 15:27:41 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Sir_Labz @Ma3Route @KenyanTraffic @NMS_Kenya @Ke_NaMATA @KURAroads @NziokaWaita @FredMatiangi Why won’t they do it… https://t.co/hth2kQSqb6,Why ’ it…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,tony_suntzu,,,"Sir_Labz, Ma3Route, KenyanTraffic, NMS_Kenya, Ke_NaMATA, KURAroads, NziokaWaita, FredMatiangi",Nairobi,
1265302117063032833,Tue May 26 15:21:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @S_Kingsville My friend there's no such junction... James Gichuru/Gitanga rd,My friend 's junction ... James Gichuru/Gitanga rd,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,0,Vermvic,,,"Ma3Route, S_Kingsville",Nairobi,
1265301560818454529,Tue May 26 15:19:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Ma3Route james gichuru, arwings kodhek junction traffic not moving https://t.co/sBng5DFVXq",james gichuru arwings kodhek junction traffic moving,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,S_Kingsville,False,,Ma3Route,Nairobi,
1265300116740673537,Tue May 26 15:13:50 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @hon_ndua: One hour to the curfew at the CBD. @Ma3Route @motoristsoffice https://t.co/ov00ysBmw0,One hour curfew CBD,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,motoristsoffice,False,,"hon_ndua, Ma3Route, motoristsoffice",Nairobi,
1265298044611973126,Tue May 26 15:05:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thika highway bumper to bumper all the way from Globe roundabout past Utalii now and still slow. From Muthaiga you… https://t.co/PpwMrSXigw,Thika highway bumper bumper way Globe roundabout past Utalii still slow From Muthaiga you…,"Sentiment(polarity=-0.275, subjectivity=0.32499999999999996)",-0.275,0.32499999999999996,en,1,0,KenyanTraffic,,,,Nairobi,
1265297702037979137,Tue May 26 15:04:14 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @marsherics: Who is the contractor working on waiyaki way? There is no part they can pride in that complete. Trees cut 1yr plus ago and…,Who contractor working waiyaki way There part pride complete Trees cut yr plus ago and…,"Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,en,0,2,motoristsoffice,,,marsherics,Nairobi,
1265294620361199619,Tue May 26 14:52:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@LFC2542 @Ma3Route I think a lot can be achieved with proper coordination with area leaders. Everything is possible. Lakini siasa,I think lot achieved proper coordination area leaders Everything possible Lakini siasa,"Sentiment(polarity=0.0, subjectivity=0.55)",0.0,0.55,en,0,0,benard_mutuku,,,"LFC2542, Ma3Route",Nairobi,
1265294216839737345,Tue May 26 14:50:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @KivuvaniMwikali Hope they will.,Hope,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,benard_mutuku,,,"Ma3Route, KivuvaniMwikali",Nairobi,
1265286120755118086,Tue May 26 14:18:13 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sir_Labz: Dear Nairobi City Inhabitants, Non-Motorised Transport Infrastructure (NMT)👣🚶🏃🚴♿ is coming to Nairobi's Streets. Get your #Bi…",Dear Nairobi City Inhabitants Non-Motorised Transport Infrastructure NMT coming Nairobi 's Streets Get …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,Gideonarchitect,,,Sir_Labz,Nairobi,
1265283941617074177,Tue May 26 14:09:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KenyanTraffic: Nairobi is back to a stand still just because of traffic. Traffic along Uhuru Highway into the CBD stretches from Museum…,Nairobi back stand still traffic Traffic along Uhuru Highway CBD stretches Museum…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,ItsKilonzo,,,KenyanTraffic,Nairobi,
1265283873203781639,Tue May 26 14:09:17 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Ma3Route @benard_mutuku As long as drainage isn't taken care of, I see nothing here",As long drainage n't taken care I see nothing,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,en,4,0,gichimu_james,,,"Ma3Route, benard_mutuku",Nairobi,
1265283834893021186,Tue May 26 14:09:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",matatus and personal cars using a pedestrians walk way along namanga road into kitengela town no police in sight… https://t.co/yyUjkGGcma,matatus personal cars using pedestrians walk way along namanga road kitengela town police sight…,"Sentiment(polarity=0.0, subjectivity=0.3)",0.0,0.3,en,1,0,KenyanTraffic,,,,Nairobi,
1265283774906011651,Tue May 26 14:08:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nairobi is back to a stand still just because of traffic. Traffic along Uhuru Highway into the CBD stretches from M… https://t.co/Hs0H9gOvRt,Nairobi back stand still traffic Traffic along Uhuru Highway CBD stretches M…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,1,KenyanTraffic,,,,Nairobi,
1265279830636892161,Tue May 26 13:53:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mombasa Road finally becomes a fully fledged member of concrete jungle - Trees between the Highway felled down and… https://t.co/0aPyX65xjv,Mombasa Road finally becomes fully fledged member concrete jungle Trees Highway felled and…,"Sentiment(polarity=0.07500000000000001, subjectivity=0.65)",0.07500000000000001,0.65,en,5,3,KenyanTraffic,,,,Nairobi,
1265279530299559936,Tue May 26 13:52:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Even without the curfew, Nairobi city already resumed. Traffic along Moi Avenue, from Tom Mboya St.… https://t.co/THBK7kR9Li",Even without curfew Nairobi city already resumed Traffic along Moi Avenue Tom Mboya St.…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,KenyanTraffic,False,,,Nairobi,
1265279486003515392,Tue May 26 13:51:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Roysambu roundabout is a parking lot. The trafic is all the way from Safari park via @KimsonM #KenyanTraffic,Roysambu roundabout parking lot The trafic way Safari park via,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,KenyanTraffic,,KenyanTraffic,KimsonM,Nairobi,
1265278348864843778,Tue May 26 13:47:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Service your  car call 0721718424. https://t.co/D6jysgUU6J via @tonnyojwang #KenyanTraffic,Service car call via,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,1,KenyanTraffic,False,KenyanTraffic,tonnyojwang,Nairobi,
1265277872249266178,Tue May 26 13:45:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NISSAN XTRAIL,2012,black, leather interior, 4wd optional, rear camera, alloy rimz, foglights.
We arrange for financ… https://t.co/eF1wJARi6w","NISSAN XTRAIL,2012 black leather interior wd optional rear camera alloy rimz foglights We arrange financ…","Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)",-0.16666666666666666,0.43333333333333335,en,2,1,KenyanTraffic,False,,,Nairobi,
1265274867907084295,Tue May 26 13:33:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route will we have to re-learn how to drive at night? I haven't driven at night for 2 months now!,re-learn drive night I n't driven night months,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,EricThuku,,,Ma3Route,Nairobi,
1265273189950648320,Tue May 26 13:26:50 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@4llowBot @RahmaTheRevert @Ma3Route Thats for kabete lower , hopefully thats your destination",Thats kabete lower hopefully thats destination,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,Hanngaya,,,"4llowBot, RahmaTheRevert, Ma3Route",Nairobi,
1265272412427431936,Tue May 26 13:23:45 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@4llowBot @RahmaTheRevert @Ma3Route mat no 118,mat,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,Hanngaya,,,"4llowBot, RahmaTheRevert, Ma3Route",Nairobi,
1265268901027491840,Tue May 26 13:09:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",all roads into the CBD at Globe are chock a block while our dear generals have decided to recarpet Kirinyaga Rd at… https://t.co/LGC12rz4pJ,roads CBD Globe chock block dear generals decided recarpet Kirinyaga Rd at…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,30,6,KenyanTraffic,,,,Nairobi,
1265266423162642435,Tue May 26 12:59:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route Seems Nairobi Metropolitan unit is doing complete overhaul of CBD roads. Riveroad looks great now. https://t.co/6LMoTLirGY,Seems Nairobi Metropolitan unit complete overhaul CBD roads Riveroad looks great,"Sentiment(polarity=0.45, subjectivity=0.575)",0.45,0.575,en,0,0,benard_mutuku,False,,Ma3Route,Nairobi,
1265254734417592322,Tue May 26 12:13:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Muhoss: Thanks @Ma3Route &amp; everyone else who RT. Glad to report @KCBGroup left 'some' space for pedestrians last weekend. https://t.co/…,Thanks amp everyone else RT Glad report left 'some space pedestrians last weekend,"Sentiment(polarity=0.175, subjectivity=0.31666666666666665)",0.175,0.31666666666666665,en,0,2,shecyclesnbi,,,"Muhoss, Ma3Route, KCBGroup",Nairobi,
1265252169667809282,Tue May 26 12:03:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @KeNHAKenya @KURAroads @kenyaroadsboard @theDMburu Did you expect anything different from shallow thinkers 😒,Did eect anything different shallow thinkers,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.55)",-0.16666666666666666,0.55,en,1,0,TonySaitoti,,,"Ma3Route, KeNHAKenya, KURAroads, kenyaroadsboard, theDMburu",Nairobi,
1265251911873302533,Tue May 26 12:02:17 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Ma3Route @fredrickOdhiam3 I hope the driver is okay,I hope driver okay,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,0,Edwinokumu,,,"Ma3Route, fredrickOdhiam3",Nairobi,
1265251397924241408,Tue May 26 12:00:15 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Ma3Route @Sir_Labz Good Move especially for the cyclist,Good Move especially cyclist,"Sentiment(polarity=0.35, subjectivity=0.8)",0.35,0.8,en,0,0,AlexMutho,,,"Ma3Route, Sir_Labz",Nairobi,
1265250649266151432,Tue May 26 11:57:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Ma3Route @NMS_Kenya @Sir_Labz I hooe the routes will connect tot he estates, otherwise they will be NMT routes to nowhere!",I hooe routes connect tot estates otherwise NMT routes nowhere,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,omwambaze,,,"Ma3Route, NMS_Kenya, Sir_Labz",Nairobi,
1265250124852314112,Tue May 26 11:55:11 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Ma3Route: 06:58 My City is finally doing it. Restoring dignity back to PEOPLE (Pedestrians and Cyclists ). Non-Motorised Transport Infr…,:58 My City finally Restoring dignity back PEOPLE Pedestrians Cyclists Non-Motorised Transport Infr…,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,28,OliverMaaya,,,Ma3Route,Nairobi,
1265247316660883456,Tue May 26 11:44:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Sir_Labz: My City is finally doing it. Restoring dignity back to PEOPLE (Pedestrians 🚶 and Cyclists 🚴). Non-Motorised Transport Infrast…,My City finally Restoring dignity back PEOPLE Pedestrians Cyclists Non-Motorised Transport Infrast…,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,64,omwambaze,,,Sir_Labz,Nairobi,
1265243462808539141,Tue May 26 11:28:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@WPK11 @Ma3Route @Charleswahinya_ Thank you,Thank,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,CarolKiruri,,,"WPK11, Ma3Route, Charleswahinya_",Nairobi,
1265234765793370113,Tue May 26 10:54:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ma3Route: 21:14 My City is finally doing it. Restoring dignity back to PEOPLE (Pedestrians 🚶 and Cyclists 🚴). Non-Motorised Infrastruct…,:14 My City finally Restoring dignity back PEOPLE Pedestrians Cyclists Non-Motorised Infrastruct…,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,25,Gideonarchitect,,,Ma3Route,Nairobi,
1265232678066049026,Tue May 26 10:45:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Sir_Labz: My City is finally doing it. Restoring dignity back to PEOPLE (Pedestrians 🚶 and Cyclists 🚴). Non-Motorised Transport Infrast…,My City finally Restoring dignity back PEOPLE Pedestrians Cyclists Non-Motorised Transport Infrast…,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,64,DreamCities_Ke,,,Sir_Labz,Nairobi,
1265225188922327040,Tue May 26 10:16:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Ma3Route: 12:38 The BLOODY Tree cutting and Environmental pillage on Mombasa Road to create space for the misguided Expressway shows ho…,:38 The BLOODY Tree cutting Environmental pillage Mombasa Road create space misguided Eressway shows ho…,"Sentiment(polarity=-0.7, subjectivity=0.9)",-0.7,0.9,en,0,8,motoristsoffice,,,Ma3Route,Nairobi,
1265223511641141248,Tue May 26 10:09:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",We #Cealconcierge keep doing what we love most and what we are on the roads to. Don't get stuck on the roads when y… https://t.co/MQE0wryn45,We keep love roads Do n't get stuck roads y…,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,en,2,3,KenyanTraffic,False,Cealconcierge,,Nairobi,
1265223465336033280,Tue May 26 10:09:15 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Ma3Route: 08:50 The footbridges along thika road especially the ones at Drive Inn and Garden city the contractor is taking longer time…,:50 The footbridges along thika road especially ones Drive Inn Garden city contractor taking longer time…,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,3,OmaribaKE,,,Ma3Route,Nairobi,
1265223456758603777,Tue May 26 10:09:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @fredmmwangi: @Ma3Route @OmaribaKE Incompetence at the ministry right from the top guy.,Incompetence ministry right top guy,"Sentiment(polarity=0.39285714285714285, subjectivity=0.5178571428571428)",0.39285714285714285,0.5178571428571428,en,0,1,OmaribaKE,,,"fredmmwangi, Ma3Route, OmaribaKE",Nairobi,
1265223447615016961,Tue May 26 10:09:11 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @samuel_wachira1: @Ma3Route @OmaribaKE You will hear local constructors complain that they are sidelined but I wish the job was given to…,You hear local constructors complain sidelined I wish job given to…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,OmaribaKE,,,"samuel_wachira1, Ma3Route, OmaribaKE",Nairobi,
1265222889797812224,Tue May 26 10:06:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mombasa road just before curfew...  https://t.co/WBQrCy8gGy via @PrJohnKabira #KenyanTraffic,Mombasa road curfew ... via,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,1,KenyanTraffic,False,KenyanTraffic,PrJohnKabira,Nairobi,
1265220913840168960,Tue May 26 09:59:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mombasa road from syokimau to cabanas is crazy,  what's up @NPSOfficial_KE via @nickyabayo
#KenyanTraffic",Mombasa road syokimau cabanas crazy 's via,"Sentiment(polarity=-0.6, subjectivity=0.9)",-0.6,0.9,en,2,0,KenyanTraffic,,KenyanTraffic,"NPSOfficial_KE, nickyabayo",Nairobi,
1265219616038686720,Tue May 26 09:53:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mazda demio, 2013, grey, 1300cc, skyactive, alloy rimz.
We arrange for financing.
For viewing and more info you can… https://t.co/ERTt4bhBzy",Mazda demio grey cc skyactive alloy rimz We arrange financing For viewing info can…,"Sentiment(polarity=-0.05, subjectivity=0.1)",-0.05,0.1,en,1,0,KenyanTraffic,False,,,Nairobi,
1265218734131679232,Tue May 26 09:50:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Ma3Route @NMS_Kenya @PSCharlesHinga @Sir_Labz Ultimate middle class stupidity celebrating pavement.

I guess all s… https://t.co/lZ7gHJwpGh",Ultimate middle class stupidity celebrating pavement I guess s…,"Sentiment(polarity=-0.19999999999999998, subjectivity=0.6666666666666666)",-0.19999999999999998,0.6666666666666666,en,0,0,tonymugodev,,,"Ma3Route, NMS_Kenya, PSCharlesHinga, Sir_Labz",Nairobi,
1265218494494277632,Tue May 26 09:49:30 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Ma3Route @KeNHAKenya @gideonarchitect The cutting of these mature trees is really painful and sad. A beautiful roa… https://t.co/es39uEMH5D,The cutting mature trees really painful sad A beautiful roa…,"Sentiment(polarity=-0.16999999999999998, subjectivity=0.78)",-0.16999999999999998,0.78,en,0,0,wakihia,,,"Ma3Route, KeNHAKenya, Gideonarchitect",Nairobi,
1265216139170328578,Tue May 26 09:40:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ma3Route: 12:38 The BLOODY Tree cutting and Environmental pillage on Mombasa Road to create space for the misguided Expressway shows ho…,:38 The BLOODY Tree cutting Environmental pillage Mombasa Road create space misguided Eressway shows ho…,"Sentiment(polarity=-0.7, subjectivity=0.9)",-0.7,0.9,en,0,8,Kajonny1,,,Ma3Route,Nairobi,
1265216012410068998,Tue May 26 09:39:38 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Ma3Route: 12:38 The BLOODY Tree cutting and Environmental pillage on Mombasa Road to create space for the misguided Expressway shows ho…,:38 The BLOODY Tree cutting Environmental pillage Mombasa Road create space misguided Eressway shows ho…,"Sentiment(polarity=-0.7, subjectivity=0.9)",-0.7,0.9,en,0,8,Gulled5,,,Ma3Route,Nairobi,
1265212521834782722,Tue May 26 09:25:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ma3Route: 15:03 If you have invested in Uber, Bolt App companies , don't dare to trust driver do service to your car, Thy just topup in…",:03 If invested Uber Bolt App companies n't dare trust driver service car Thy topup in…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,6,Rkelyo,,,Ma3Route,Nairobi,
1265205899028762625,Tue May 26 08:59:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Current situation at Pangani round about nairobi Kenya 🇰🇪 Africa     @ntsa_kenya @loddca  https://t.co/d2lLws7bsZ v… https://t.co/tVokbg1aFd,Current situation Pangani round nairobi Kenya 🇰🇪 Africa v…,"Sentiment(polarity=-0.1, subjectivity=0.4)",-0.1,0.4,en,6,2,KenyanTraffic,False,,"ntsa_kenya, loddca",Nairobi,
1265205649224409089,Tue May 26 08:58:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I had forgotten such problems 😅
Traffic at this hour 😑 - Mombasa road  https://t.co/ayIGWv0NAo via @_fifiFiona_ #KenyanTraffic",I forgotten problems Traffic hour Mombasa road via,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,0,KenyanTraffic,False,KenyanTraffic,_fifiFiona_,Nairobi,
1265205218779836416,Tue May 26 08:56:45 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @ngats That registration belongs to a Toyota landcruiser TX prado and not this one,That registration belongs Toyota landcruiser TX prado one,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,stashynelson_DE,,,"Ma3Route, ngats",Nairobi,
1265203925696872452,Tue May 26 08:51:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @ntsa_kenya @loddca @djdanrozz Vehicles are also keeping 1 metre apart?,Vehicles also keeping metre apart,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Jumawuodjuma,,,"Ma3Route, ntsa_kenya, loddca, djdanrozz",Nairobi,
1265202775840960512,Tue May 26 08:47:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Ma3Route: 04:16 @ntsa_kenya @DCI_Kenya kindly do a search and confirm which car doesn't appear in the NTSA records.  https://t.co/yC4J2…,:16 kindly search confirm car n't appear NTSA records,"Sentiment(polarity=0.6, subjectivity=0.9)",0.6,0.9,en,0,22,stashynelson_DE,,,"Ma3Route, ntsa_kenya, DCI_Kenya",Nairobi,
1265197772875104256,Tue May 26 08:27:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @asunza: Got into ma3 today. Guess @MutahiKagwe @MOH_Kenya  talking to themselves. We r behaving nomare #COVID19KE will treat us abnomar…,Got ma3 today Guess talking We r behaving nomare treat us abnomar…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,motoristsoffice,,COVID19KE,"asunza, MutahiKagwe, MOH_Kenya",Nairobi,
1265197333236658176,Tue May 26 08:25:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @Jackie_Arkle Kenya needs to stop beef such a polite neighbouring country. A show of force usually helps,Kenya needs stop beef polite neighbouring country A show force usually helps,"Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25,en,2,0,nairobilord,,,"Ma3Route, Jackie_Arkle",Nairobi,"[[36.6645733, -1.3890532], [37.0626672, -1.3890532], [37.0626672, -1.1606735], [36.6645733, -1.1606735]]"
1265187132273983489,Tue May 26 07:44:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ma3Route: 10:43 Dealing with Encroachment of Pedestrian #Walkways and #Bikeways in Nairobi:
Public Sensitization
No Hawking Signage
No…",:43 Dealing Encroachment Pedestrian Nairobi Public Sensitization No Hawking Signage No…,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,0,2,Jeff_TushTush,,"Walkways, Bikeways",Ma3Route,Nairobi,
1265180032969986048,Tue May 26 07:16:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",RT @Ma3Route: 06:36 A new trend emerging in umoja estates where hundreds of ppl jog along the road very early morning drivers b careful via…,:36 A new trend emerging umoja estates hundreds ppl jog along road early morning drivers b careful via…,"Sentiment(polarity=0.04545454545454545, subjectivity=0.5848484848484848)",0.04545454545454545,0.5848484848484848,en,0,3,DJLexxolex,,,Ma3Route,Nairobi,
1265178594294325254,Tue May 26 07:10:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ma3Route @ntsa_kenya @DCI_Kenya @its_babashawn Online search ni ksh 530/= only.,Online search ni ksh /=,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,SymonSteven,,,"Ma3Route, ntsa_kenya, DCI_Kenya, its_babashawn",Nairobi,
1265174688793341953,Tue May 26 06:55:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Isuzu Elf, 2013, blue, 2 tonne, manual, 6 speed.
We arrange for financing.
For viewing and more info you can reach… https://t.co/2sG7Xih5sn",Isuzu Elf blue tonne manual speed We arrange financing For viewing info reach…,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,6,1,KenyanTraffic,False,,,Nairobi,
